Statement,Rating
"Sec. Abalos, tiniyak ang buong suporta sa bagong hepe ng PNP na si PGen. Benjamin Acorda",Real
"Mahigit isang daang grupo at indibidwal, umapela sa Senado umapela ng rejection ng RCEP",Real
"Paglikas ng mga Pilipino sa Sudan, inaayos na ng pamahalaan",Real
"Manny Pacquiao, Chavit Singson nagkabati na: ‘Because friendship is stronger than politics’",Real
Pagpapatupad ng bagong e-travel system lalawakan pa simula Abril 15,Real
DA nagtakda ng P125 kada kilo na SRP sa imported na pulang sibuyas,Real
"Babaeng pumalag sa mga snatcher, naagaw ang kanilang motor",Real
Dalawang karagdagang reklamo sa mga suspek sa Salilig case submitted for resolution na ng DOJ,Real
"Umano’y korupsyon sa DSWD, DOE ibinunyag ni Pacquiao",Real
"US, Australian military planes nasa Pinas na para sa Balikatan",Real
Nanuhol yarn: Traffic violation ni Stephen Speaks iimbestigahan ng MMDA,Real
COVID-19 positivity rate sa NCR biglang tumaas ngayong Holy Week –OCTA,Real
"‘Paeng’ tapos nang manalasa sa bansa, pero isa pang bagyo nagbabadya",Real
Utang ng gobyerno lumobo sa P13.7T noong Enero,Real
Kwento ni Marc Logan: Video ng mga 'tsismosong' aso at pusa,Real
"DA Usec. Panganiban, itinalagang OIC ng SRA",Real
DND pumalag sa ‘banta’ ng Chinese envoy sa lagay ng OFWs sa Taiwan,Real
"Hong Kong may pa-raffle na 500k plane tickets, libreng vouchers",Real
"7 pulis patay, 22 sugatan sa karambola ng 3 sasakyan sa Misamis Oriental",Real
"Carlo Biado, kampeon sa 2021 US Open Pool",Real
"Panininghal ni Harry Roque sa mga doktor, ikinadismaya nina Angel, Ogie",Real
"Inflation nitong Marso, bumaba sa 7.6% mula sa 8.6% noong Pebrero-- PSA",Real
"Lugi dahil sa Occidental Mindoro power crisis, milyon-milyon na",Real
"KFC branch sa Pasig ipinasara, reklamo ni Mayor Vico Sotto: Grabe ‘yung kapal ng sebo…",Real
Imbentaryo ng bigas sa bansa bumagsak noong nakaraang buwan – PSA,Real
"5 House leaders, naghain ng panukala para bigyan kapangyarihan si PBBM na suspendihin ang PhilHealth rate hikes",Real
Duterte hindi makikipag-debate kay Carpio,Real
"LTO: Driver’s license na mae-expire simula April 24 palalawigin, multa sa ‘late penalty’ ‘di muna sisingilin",Real
"Mangingisda, magsasaka inalerto ng DA kay ‘Amang’",Real
"Kampo ni Pimentel, si Pacquiao ang susuportahan sakaling tumakbong presidente sa 2022",Real
Toni binanatan ng netizens dahil sa interview kay Bongbong: Such a disappointment!,Real
Sec. Remulla tiniyak na walang makakaligtas sa imbestigasyon sa pamamaslang kay Gov. Degamo at 8 iba pa,Real
"4 sa 10 detainees na tumakas mula sa Pasay jail, nasakote na",Real
Patong-patong na trabaho ng public school teachers nais solusyonan,Real
"26 na lugar sa Puerto Galera,  nakitaan ng langis at grasa",Real
"30.3 million na PhilSys IDs, naipadala na ng PSA",Real
"PAGASA: LPA patuloy na lumalapit sa Mindanao, mababa ang tsansa na maging bagyo",Real
Ex-Bucor Chief Bantag at Zulueta pina-aaresto na ng korte kaugnay sa Lapid slay case,Real
"Sunod-sunod na pag-atake sa mga gov’t officials , isolated cases ayon sa PNP",Real
"Unidentified flying object sa himpapawid ng Canada, pinabagsak ng US fighter jet",Real
Mga batang mag-aaral nagiging ‘zombie’ sa Distance Learning System – Sen. Imee Marcos,Real
"PRC licensure exam sa Mayo at Hunyo, tuloy na",Real
"Mga sakay ng bumagsak na Cessna plane sa Bicol, kumpirmadong nasawi&mdash;mayor",Real
"Manlalakbay mula sa 7 bansa sa Africa, bawal nang pumasok sa Pinas",Real
DSWD pinalawig ang ‘cash-for-work program’ sa Oriental Mindoro na apektado ng oil spill,Real
"Water crisis, hinaharap umano ng bansa ayon kay Pangulong Marcos",Real
Grupo kinastigo 'pang-iismol' ng AFP sa epekto ng Balikatan sa pangingisda,Real
Miss Earth 2022 suportado ang tariff breaks para sa electric vehicles,Real
"Paggamit ni Sara Duterte ng chopper araw-araw, fake news daw ayon sa VP spokesperson",Real
"Mga suspek, tila nilito umano hinggil sa totoong target sa Degamo slay case – pulisya",Real
"House, sinimulan na ang plenary deliberations sa panukalang Cha-cha",Real
"DOH, nakapag-detect ng 671 na bagong kaso ng omicron subvariants",Real
"San Beda University, ‘kakampink’ na rin",Real
Klase sa Occidental Mindoro #WalangPasok ng 3 araw ,Real
PSA nakapagbigay na ng mahigit 40 million na mga National ID ngayong Enero,Real
"Mag-ama sa Cambodia tinamaan ng ‘bird flu’, batang babae patay – W.H.O",Real
Ilang pulis umano ang ginamit bilang ‘spotters’ sa mga pagpatay sa Negros Oriental,Real
Tigil-pasada ng mga jeep itutuloy mula March 6 hanggang 12,Real
Pilot testing ng balik eskuwelahan inaprubhan ni Pangulong Duterte,Real
2 mataas na opisyal ng gobyerno ipapapatay ako – Rep. Teves,Real
"3,172 residente ng Pandi, Bulacan nakatanggap ng ayuda mula kay Bong Go",Real
PANOORIN: Ano ang epekto ng microplastics sa kalusugan ng tao?,Real
"Leni nakaboto matapos maghintay ng 2 oras, Pacquiao hindi raw sumingit sa pila; Isko bumoto nang walang face mask",Real
"Mga suspek sa pagpatay sa 79-anyos na lola sa QC, na-inquest na",Real
Speaker Romualdez nag-alok ng P500K na pabuya sa makakapagturo sa mga responsable sa pagpatay sa ADU student,Real
"Vivoree, ibinahagi ang naging panunukso sa kanya noon",Real
"Contempt order laban sa 2 opisyal ng cold storage company, inalis na ng House panel",Real
Vaccine czar Galvez kinontra ng FDA sa anunsiyo na pagtuturok ng Sinovac sa seniors,Real
"Bagyong Paeng 3 beses nang nag-landfall sa Luzon, nagbabadyang lumapit sa Metro Manila",Real
"Tsuper na sumubok takasan ang enforcer, huli sa Maynila",Real
"Inflation rate sa bansa, tiyak umanong bababa simula ngayong buwan dahil sa nalalapit na harvest season",Real
"5 lady centenarians tumanggap ng P50k mula sa Albay LGU, may P100k pa sa gobyerno",Real
"Chavit sa banggaan nila ng anak sa 2022: Ang tatay ang magtuturo sa anak, hindi anak ang magtuturo sa tatay…",Real
"Krimen sa bansa bumaba, pero bilang ng mga magnanakaw dumami",Real
"Babae, nalaglag mula sa sinasakyang motorcycle taxi dahil umano sa tumawid na aso",Real
"DSWD Chief Gatchalian, opisyal nang naghain ng kanyang resignation bilang miyembro ng Kamara",Real
"Solon, isinusulong ang pagpapataw ng $25 tourist welfare tax sa mga foreign visitors",Real
ALAMIN: Road reblocking sa Metro Manila hanggang Abril 24,Real
"Mga batang may edad 5 taong gulang pataas, pinayagan nang makalabas ng bahay",Real
Vergeire tiniyak ang integridad sa DOH matapos tawagin bilang “authoritarian ruler”,Real
"Sandra Cam, anak kakasuhan sa pagpatay sa Masbate vice mayor",Real
"P1,000 Teachers’ Day incentive sinimulan nang ipamahagi ng DepEd",Real
"5 lalaki, arestado dahil sa laglag-barya modus sa Maynila",Real
"Court martial vs Durante, uusad na",Real
"Mga empleyado ng Senado, makatatanggap ng P50K 'inflationary allowance'",Real
FDA: Sinovac puwede nang iturok sa mga senior ayon sa vaccine experts,Real
"LTO, target na ipatupad ang standard na singil para sa lahat ng mga driving school",Real
"'Oops': Bomb squad dinispatsa inaakalang bomba sa Maynila, kaso vape lang pala",Real
"'Sayaw' ng makukulay na ilaw, nasaksihan sa kalawakan ng Finland",Real
"17-anyos na lalaki na suspek sa panghahalay, inaresto habang nasa dagat",Real
"DNA test kinumpirmang kay Abby Choi ang mga natagpuang bungo sa soup pot, legs sa ref; ibang bahagi ng katawan hinahanap pa",Real
PANOORIN: Mga apektadong residente sa Abra lumikas sa Bangued Plaza matapos ang magnitude 7.0 na lindol,Real
"Heaven Peralejo, Marco Gallo bibida sa 'The Rain in Espana'",Real
Legarda nais maimbestigahan sa senado ang oil spill sa Mindoro,Real
Lineup ng 'Ang Larawan: The Concert' star-studded,Real
"Brownlee, pinangunahan ang Gilas sa pagdurog sa Lebanon",Real
"Anti-Terrorism Council, dineklara bilang terorista si Dr. Natividad Castro at Al Khobar Group",Real
"Kamay ni Hesus Shrine sa Quezon tampok ang 50-ft na estatwa ni Hesus, dinarayo ngayong Semana Santa",Real
"Respiratory therapist, inaresto matapos ma-huli cam sa pagnakaw ng ventilator sa ospital sa QC",Real
"PBBM, tiniyak sa mga Japanese shipping companies na makikipagtulungan ang gobyerno sa pangangailangan ng mga Filipino seamen",Real
"Robin gustong magkaroon ng Filipino version ang government records: Masyado tayong Inglisero, masyado tayong Amboy",Real
"Vico Sotto, ipinagbawal ang tarps, iba pang campaign ads sa public properties ng Pasig",Real
"Dating Pangulong Aquino, inihatid na sa huling hantungan",Real
"Laptop ng pasahero, nasira matapos idaan sa x-ray scanner ng MRT3",Real
KILALANIN: Agaw-pansing 'traffic enforcer' ng Laguna,Real
"Pilipinas, ikinokonsidera ang pagpapadala ng response team sa Syria kasunod ng malakas na lindol sa bansa",Real
"62-anyos na diabetic na 187 oras na naipit sa guho sa Turkey, ininom ang sariling ihi para mabuhay",Real
Oil spill sa Mindoro maaaring makaapekto sa mahigit 2k ektarya ng coral reefs at mangroves – DENR,Real
Marcos Jr. binati ang asawang si Liza sa kanilang 30th anniversary,Real
"Mananaya mula sa N. Samar, panalo ng P63-M jackpot sa Super Lotto 6/49",Real
"HFMD outbreak, idineklara sa Borongan City, Eastern Samar",Real
Pagsusuot ng body cameras ng mga pulis pinatitiyak ni Poe kay bagong PNP chief Eleazar,Real
"Rep. Arnie Teves, sinuspinde ng Kamara ng 60 araw",Real
Kamara inaprubahan na ang accompanying bill na nagpapatawag ng con-con,Real
"PNP, hindi umano nagsagawa ng tamang autopsy sa bangkay ni Kian delos Santos",Real
"NBA star, Gilas Pilipinas player Jordan Clarkson bumalik sa Tenement Court; namigay ng sapatos, pirmadong bola ng basketball",Real
Romualdez namayagpag sa OCTA Research survey,Real
Teves pahaharapin sa Senado sa Degamo killing,Real
"Omicron strain na sanhi ng ‘surge’ ngayon sa China, na-detect na sa Pinas",Real
‘Walang pasok’ idineklara sa ilang bahagi ng Visayas; LPA hindi inaasahang magiging bagyo,Real
"Mala-spaghetti wires na peligroso, ipinaaayos ng Valenzuela-LGU sa mga telco",Real
"Lisensiya ng nakasagasa ng sekyu kinansela na, kinasuhan na rin; Christian Floralde nagpapagaling sa safe house",Real
Romualdez nanawagan kay Teves na harapin ang mga alegasyon na nag-uugnay sa kanya sa pagpatay kay Gov. Degamo,Real
"PAGASA: Asahan ang mainit, maalinsangang panahon ngayong Semana Santa",Real
"Suplay, presyo ng bigas apektado ng El Niño - DA",Real
"Convicted heinous criminals, isinusulong na huwag isali bilang benepisyaryo ng GCTA",Real
"Michelle Dee isinugod sa ospital sa kanyang 28th birthday, inoperahan dahil sa ‘hemorrhage and bleeding’",Real
"Pres. Marcos, umaasa pa ring maibaba sa P20/kilo ang bigas",Real
"61 pasahero ng KLM galing South Africa, nagpositibo sa Covid-19",Real
"NTC, patuloy na nakikipagtulungan sa Starlink sa agarang paglulunsad ng broadband internet services",Real
2 bayan sa Cotabato idineklarang ‘NPA-free’,Real
"Samar isinailalim na sa ‘state of calamity’ dahil sa matinding pagbaha, landslide",Real
COVID-19 positivity rate sa Metro Manila bahagyang tumaas – OCTA,Real
6.5 milyon deactivated voters naitala sa bansa,Real
Kwento ni Marc Logan: Mga 'artistahin' na Tiktok filter,Real
"74 na lugar na apektado ng oil spill, tumanggap ng mahigit P43-M na tulong mula sa pamahalaan at pribadong sektor",Real
Google ginunita ang Araw ng Kalayaan,Real
"Pagtanggi ng ICC sa kahilingan ng bansa na suspindihin ang drug war probe, walang binding effect – Tolentino",Real
Pasok ka ba sa 'general population'? Basahin ito kung magpapaturok ng 2nd booster,Real
"2 Pilipino binigyan ni Pope Francis ng mahalagang misyon sa Oceania, Holy Land",Real
Lola sa Quezon City patay nang paluin sa ulo,Real
"QC naglunsad ng ‘online payment’ para sa traffic, ordinance violation",Real
Magna Carta for Seafarers iginiit ni Sen.Bong Go,Real
"LPA, hanging amihan nagpapaulan sa bansa; mahigit 1k katao nasa evacuation center dahil sa baha",Real
"Higit P12-M Mega Lotto 6/45 jackpot prize, napanalunanan ng isang mananaya mula Agusan del Sur",Real
Ilang pangunahing bilihin nagbabadyang tumaas ang presyo – DTI,Real
Virtual appearance ni Teves sa Senate hearing inalmahan,Real
"Dating Calauan, Laguna Mayor Antonio Sanchez pumanaw na",Real
"2 bagyo sa bansa binabantayan ng PAGASA, Signal No. 1 nakataas pa rin sa malaking bahagi ng Luzon",Real
"#SanaAll: Mga empleyado ng gobyerno bibigyan ng rice allowance, P20k bonus",Real
8 sa 10 mga Pinoy pinipiling gumamit ng mga produkto at serbisyo mula sa mga brand na environment-friendly,Real
"Bagyong Paeng magpapaulan sa ‘Undas’, inaasahang tatama sa bahagi ng Luzon",Real
"Kabayan atras na sa pagtakbo, nagdasal sa Poong Nazareno: Nagkaroon ng pagbabago ang aking plano",Real
"PH, nakahandang tumulong sa Turkey at Syria matapos ang 7.8 na lindol",Real
Senate inquiry sa Degamo killing set sisimulan pagkatapos ng Semana Santa,Real
PH at Kuwait planong magsagawa ng dialogue kasunod ng pagsuspinde ng deployment sa first-time OFWs sa Kuwait,Real
Kamara tiniyak ang suporta sa modernization program ng AFP,Real
Tren ng PNR nadiskaril sa Makati,Real
"18-anyos na papuntang trabaho, patay matapos mabangga ng kotse",Real
Navotas Congressional aspirant Tatay Gardy ibinunyag ang planong ‘pagsira’ sa kanya,Real
"NGCP, nagbabala ng posibleng kakulangan ng suplay sa kuryente ngayong summer",Real
"COVID-19 positivity rate sa NCR, patuloy ang pagtaas",Real
DFA nagkasa ng karagdagang dalawang diplomatic protests laban sa China,Real
"LPA posibleng maging bagyo, asahan ang mas maulan na panahon – PAGASA",Real
"Suspensiyon ng barangay, SK polls sa Negros Oriental, hiniling ng isang Senador",Real
"Senate panel, pina-contempt si PSSgt. Noel Alabata dahil sa hindi pagkakatugma sa kanyang mga testimonya",Real
"Anwar, Marcos , isusulong ang multilateral approach sa South China Sea dispute",Real
DFA naghahanda sa paglikas ng Pinoys sa Sudan,Real
Libreng 50GB shareable internet handog ng Globe at Home Prepaid WiFi sa madiskarteng Pinoy!,Real
"PAGASA: LPA sa labas ng bansa magpapaulan sa Mindanao, E. Visayas at Bohol",Real
"Lalaking nagpapahinga sa loob ng kotse sa Makati, patay matapos pagbabarilin",Real
"2 suspek, magkahiwalay na inaresto dahil sa pagpakakalat ng maselang video ng mga menor de edad",Real
"Vilma Santos, kabilang sa nominado sa pagka-presidente, VP ng 1Sambayan",Real
Periodic medical exam di na kailangan sa may driver's license na 5 at 10 taon,Real
"UP-PGH, wi-nelcome ang pagpapatayo ng P6Billion-Cancer Center",Real
"Boluntaryong paggamit ng face mask sa open spaces, aprubado na ni Pangulong Marcos",Real
Kiray Celis niregaluhan ng P63k ang ama nang magdiwang ng 63rd birthday; OK lang maubos ang ipon sa money cake,Real
Davao de Oro niyanig ng 4.2 magnitude na lindol,Real
"Mga besh, knows n’yo na ba ang tungkol sa ‘Sim Card Registration Act’?",Real
"Higit 1 milyong batang Pinoy, pasok sa child labor",Real
"DepEd, planong magdagdag ng 1,800 school clinics sa bansa",Real
Australia nakipag-ugnayan sa DFA kaugnay sa cessna plane crash lulan ang 2 Autralian nationals,Real
"13-anyos na batang babae, patay matapos malunod sa breakwater sa Maynila",Real
Biyaheng-dagat sa Bicol region kanselado dahil sa bagyong Rosal,Real
DILG Usec Densing tinawag ng kampo ni VP Leni na pabigat sa gubyerno,Real
LRT wala nang libreng sakay sa mga estudyante,Real
Miyembro ng PH Coast Guard timbog sa Laguna drug bust,Real
"CAAP nagbabala laban sa scammers: ‘We will never solicit goods, money from any private person or entity’",Real
"Panghoholdap ng lalaki sa mag-asawang naka-e-bike, nahuli-cam sa Navotas",Real
Veteran broadcaster Percy Lapid patay sa ambush,Real
"Karne ng baboy, manok, ilang prutas bawal isakay sa barko",Real
NCRPO magpapakalat ng halos 5k na pulis sa Holy Week,Real
"Dagdag pensyon sa indigent senior citizens, itinutulak ni SP Sotto",Real
"Nagtrabaho bilang yaya para makapag-aral, top 1 sa Licensure Examination for Teachers",Real
"Las Piñas RTC, pinagbigyan ang motion to transfer ni Escorial sa PNP custodial center",Real
"Villanuevas sa Kongreso, gumawa ng magkatulad na parliamentary tactics para i-delay ang SOGIE Equality Bill",Real
"Lokal na pamahalaan ng Batanes, suportado ang Balikatan",Real
"Kritikal na puna sa administrasyong Duterte, delikado – SWS survey",Real
"3 kalsada sa NCR sarado hanggang Jan. 30, abiso ng MMDA sa iba muna dumaan",Real
"Sanggol na idineklarang patay ng ospital, buhay pala",Real
"Lalaking nanggahasa umano sa dalawang yaya ng kaniyang anak, arestado sa QC",Real
"Pinoy champs sa Tokyo Olympics, kinilala sa commemorative stamps ng PHLPost",Real
"Red tide sa ilang baybaying dagat, ibinabala ng BFAR",Real
"Tulfo, Eleazar, del Rosario sanib-pwersa sa kampanya: ‘Lagot lahat ng luku-luko’",Real
49 pulis kakasuhan sa pagkawala ng 42 kilo ng 'shabu',Real
ALAMIN: Mga biyahe ng PNR ngayong Abril 22,Real
"Pagpili ng mga dagdag na EDCA site, idinepensa sa Senado",Real
"Memorial space para kay Moonbin sa Cubao, dinagsa ng fans",Real
"DOJ, nakapaghain na ng  20 kaso kaugnay ng serye ng pagpatay sa Negros Oriental",Real
Prosecutors tatapusin na ang presentasyon ng mga testigo sa plunder case ni Enrile,Real
Kamara isinilbi na ang 60-day suspension order kay Cong. Teves,Real
Bigating OPM acts tampok sa Clark Aurora Music Fest,Real
Dating DFA Secretary Albert del Rosario pumanaw na,Real
"Taxi driver, umamin na kasabwat sa pagpatay sa nawawalang lola at isa pa",Real
"Gun ban, ipinatupad sa Negros Oriental kasunod ng mga kaso ng pagpatay",Real
"&lsquo;Good Samaritan,&rsquo; matapang na hinarang ang lalaking armado ng baril sa Amerika",Real
"Mahigit 50k SIM na ginamit sa panloloko nayari, deactivated at blocked na",Real
"PH, magde-deploy ng six-man team sa Syria para tulungan ang mga Pilipino at iba pang apektado ng malakas na lindol",Real
"Panukalang nagpapahintulot sa mga misis na gamitin ang pangalan sa pagkadalaga, lusot na sa Kamara",Real
"Panukalang Maharlika Investment Fund, nakarating na sa plenaryo ng Senado",Real
"BFAR, inaasahang babababa na ang presyo ng galunggong dahil sa pagtaas ng supply nito",Real
Ilang parte ng Metro Manila binaha dahil sa 'Amang',Real
"EKSKLUSIBO: Babaeng PCG personnel na nagpalayas sa 7 Chinese vessel sa Sabina Shoal, kinabahan",Real
