Statement,Rating,cleaned,cleaned tokenized,period%,comma%,colon%,semicolon%,question mark%,exclamation mark%,dash%,apostrophe%,close parenthesis%,capitalized%,slang words%,curse words%,with numericals%,bigrams,trigrams
"Mambabatas, naghain ng resolusyon upang imbestigahan ang kuwestyonableng third-party auditor ng Pagcor",Real,mambabatas naghain resolusyon upang imbestigahan kuwestyonableng third party auditor pagcor,"['mambabatas', ',', 'naghain', 'resolusyon', 'upang', 'imbestigahan', 'kuwestyonableng', 'third-party', 'auditor', 'pagcor']",0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,"['mambabatas naghain', 'naghain resolusyon', 'resolusyon upang', 'upang imbestigahan', 'imbestigahan kuwestyonableng', 'kuwestyonableng third', 'third party', 'party auditor', 'auditor pagcor']","['mambabatas naghain resolusyon', 'naghain resolusyon upang', 'resolusyon upang imbestigahan', 'upang imbestigahan kuwestyonableng', 'imbestigahan kuwestyonableng third', 'kuwestyonableng third party', 'third party auditor', 'party auditor pagcor']"
Globe #PlantHappinessPH mental health campaign umani ng higit sa 168.7 milyong views sa TikTok,Real,globe planthappinessph mental health campaign umani higit 168 7 milyong views tiktok,"['globe', '#', 'planthappinessph', 'mental', 'health', 'campaign', 'umani', 'higit', '168.7', 'milyong', 'views', 'tiktok']",0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,"['globe planthappinessph', 'planthappinessph mental', 'mental health', 'health campaign', 'campaign umani', 'umani higit', 'higit 168', '168 7', '7 milyong', 'milyong views', 'views tiktok']","['globe planthappinessph mental', 'planthappinessph mental health', 'mental health campaign', 'health campaign umani', 'campaign umani higit', 'umani higit 168', 'higit 168 7', '168 7 milyong', '7 milyong views', 'milyong views tiktok']"
"Kakulangan ng imprastraktura at resources, nakikitang ‘most pressing issue’ na kinakaharap ng sektor ng edukasyon sa bansa",Real,kakulangan imprastraktura resources nakikitang most pressing issue kinakaharap sektor edukasyon bansa,"['kakulangan', 'imprastraktura', 'resources', ',', 'nakikitang', '‘', 'most', 'pressing', 'issue', '’', 'kinakaharap', 'sektor', 'edukasyon', 'bansa']",0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['kakulangan imprastraktura', 'imprastraktura resources', 'resources nakikitang', 'nakikitang most', 'most pressing', 'pressing issue', 'issue kinakaharap', 'kinakaharap sektor', 'sektor edukasyon', 'edukasyon bansa']","['kakulangan imprastraktura resources', 'imprastraktura resources nakikitang', 'resources nakikitang most', 'nakikitang most pressing', 'most pressing issue', 'pressing issue kinakaharap', 'issue kinakaharap sektor', 'kinakaharap sektor edukasyon', 'sektor edukasyon bansa']"
"QC traffic enforcer, nakapagsagip ng siklista bago masagasaan at mamatay",Real,qc traffic enforcer nakapagsagip siklista masagasaan mamatay,"['qc', 'traffic', 'enforcer', ',', 'nakapagsagip', 'siklista', 'masagasaan', 'mamatay']",0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,"['qc traffic', 'traffic enforcer', 'enforcer nakapagsagip', 'nakapagsagip siklista', 'siklista masagasaan', 'masagasaan mamatay']","['qc traffic enforcer', 'traffic enforcer nakapagsagip', 'enforcer nakapagsagip siklista', 'nakapagsagip siklista masagasaan', 'siklista masagasaan mamatay']"
Panukala na magbabawal sa ‘substitution of candidacy’ inihain sa Kamara,Real,panukala magbabawal substitution of candidacy inihain kamara,"['panukala', 'magbabawal', '‘', 'substitution', 'of', 'candidacy', '’', 'inihain', 'kamara']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['panukala magbabawal', 'magbabawal substitution', 'substitution of', 'of candidacy', 'candidacy inihain', 'inihain kamara']","['panukala magbabawal substitution', 'magbabawal substitution of', 'substitution of candidacy', 'of candidacy inihain', 'candidacy inihain kamara']"
"Pangulong Marcos: Pabahay kada taon, lalampas sa 1 milyon",Real,pangulong marcos pabahay kada taon lalampas 1 milyon,"['pangulong', 'marcos', ':', 'pabahay', 'kada', 'taon', ',', 'lalampas', '1', 'milyon']",0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,"['pangulong marcos', 'marcos pabahay', 'pabahay kada', 'kada taon', 'taon lalampas', 'lalampas 1', '1 milyon']","['pangulong marcos pabahay', 'marcos pabahay kada', 'pabahay kada taon', 'kada taon lalampas', 'taon lalampas 1', 'lalampas 1 milyon']"
Pagsusuot ng face shield hindi na kinakailangan sa Maynila maliban sa mga medical facilities,Real,pagsusuot face shield kinakailangan maynila maliban medical facilities,"['pagsusuot', 'face', 'shield', 'kinakailangan', 'maynila', 'maliban', 'medical', 'facilities']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['pagsusuot face', 'face shield', 'shield kinakailangan', 'kinakailangan maynila', 'maynila maliban', 'maliban medical', 'medical facilities']","['pagsusuot face shield', 'face shield kinakailangan', 'shield kinakailangan maynila', 'kinakailangan maynila maliban', 'maynila maliban medical', 'maliban medical facilities']"
"PopCom naaalarma sa bilang ng ‘teen pregnancy’, ang pinakabata nasa edad 10",Real,popcom naaalarma teen pregnancy pinakabata nasa edad 10,"['popcom', 'naaalarma', '‘', 'teen', 'pregnancy', '’', ',', 'pinakabata', 'nasa', 'edad', '10']",0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,"['popcom naaalarma', 'naaalarma teen', 'teen pregnancy', 'pregnancy pinakabata', 'pinakabata nasa', 'nasa edad', 'edad 10']","['popcom naaalarma teen', 'naaalarma teen pregnancy', 'teen pregnancy pinakabata', 'pregnancy pinakabata nasa', 'pinakabata nasa edad', 'nasa edad 10']"
"2 batang magkapatid, patay sa sunog sa Mandaluyong",Real,2 batang magkapatid patay sunog mandaluyong,"['2', 'batang', 'magkapatid', ',', 'patay', 'sunog', 'mandaluyong']",0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,"['2 batang', 'batang magkapatid', 'magkapatid patay', 'patay sunog', 'sunog mandaluyong']","['2 batang magkapatid', 'batang magkapatid patay', 'magkapatid patay sunog', 'patay sunog mandaluyong']"
Signal no. 1 nakataas pa rin sa bahagi ng Luzon; classes suspension idineklara sa ilang probinsya,Real,signal no 1 nakataas rin bahagi luzon classes suspension idineklara ilang probinsya,"['signal', 'no', '.', '1', 'nakataas', 'rin', 'bahagi', 'luzon', ';', 'classes', 'suspension', 'idineklara', 'ilang', 'probinsya']",0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,"['signal no', 'no 1', '1 nakataas', 'nakataas rin', 'rin bahagi', 'bahagi luzon', 'luzon classes', 'classes suspension', 'suspension idineklara', 'idineklara ilang', 'ilang probinsya']","['signal no 1', 'no 1 nakataas', '1 nakataas rin', 'nakataas rin bahagi', 'rin bahagi luzon', 'bahagi luzon classes', 'luzon classes suspension', 'classes suspension idineklara', 'suspension idineklara ilang', 'idineklara ilang probinsya']"
"Balikatan Exercises 2023, all set na!",Real,balikatan exercises 2023 all set,"['balikatan', 'exercises', '2023', ',', 'all', 'set', '!']",0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,"['balikatan exercises', 'exercises 2023', '2023 all', 'all set']","['balikatan exercises 2023', 'exercises 2023 all', '2023 all set']"
PPA may libreng pagkain sa mga mai-stranded na pasahero sa pantalan,Real,ppa libreng pagkain mai stranded pasahero pantalan,"['ppa', 'libreng', 'pagkain', 'mai-stranded', 'pasahero', 'pantalan']",0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,"['ppa libreng', 'libreng pagkain', 'pagkain mai', 'mai stranded', 'stranded pasahero', 'pasahero pantalan']","['ppa libreng pagkain', 'libreng pagkain mai', 'pagkain mai stranded', 'mai stranded pasahero', 'stranded pasahero pantalan']"
Partial solar eclipse nasilayan sa iba-ibang lugar sa PH,Real,partial solar eclipse nasilayan ibang lugar ph,"['partial', 'solar', 'eclipse', 'nasilayan', 'iba-ibang', 'lugar', 'ph']",0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,"['partial solar', 'solar eclipse', 'eclipse nasilayan', 'nasilayan ibang', 'ibang lugar', 'lugar ph']","['partial solar eclipse', 'solar eclipse nasilayan', 'eclipse nasilayan ibang', 'nasilayan ibang lugar', 'ibang lugar ph']"
"Rider, nangholdap ng isang cake shop sa Quezon City",Real,rider nangholdap cake shop quezon city,"['rider', ',', 'nangholdap', 'cake', 'shop', 'quezon', 'city']",0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['rider nangholdap', 'nangholdap cake', 'cake shop', 'shop quezon', 'quezon city']","['rider nangholdap cake', 'nangholdap cake shop', 'cake shop quezon', 'shop quezon city']"
Manny Villar nangunguna sa ‘Richest Filipinos’ ng Forbes magazine,Real,manny villar nangunguna richest filipinos forbes magazine,"['manny', 'villar', 'nangunguna', '‘', 'richest', 'filipinos', '’', 'forbes', 'magazine']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['manny villar', 'villar nangunguna', 'nangunguna richest', 'richest filipinos', 'filipinos forbes', 'forbes magazine']","['manny villar nangunguna', 'villar nangunguna richest', 'nangunguna richest filipinos', 'richest filipinos forbes', 'filipinos forbes magazine']"
"Mga dumalo sa UniTeam rally nawalan ng cellphone, wallet: Parang awa n’yo na po pakisauli na lang po",Real,dumalo uniteam rally nawalan cellphone wallet parang awa n yo po pakisauli lang po,"['dumalo', 'uniteam', 'rally', 'nawalan', 'cellphone', ',', 'wallet', ':', 'parang', 'awa', 'n', '’', 'yo', 'po', 'pakisauli', 'lang', 'po']",0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['dumalo uniteam', 'uniteam rally', 'rally nawalan', 'nawalan cellphone', 'cellphone wallet', 'wallet parang', 'parang awa', 'awa n', 'n yo', 'yo po', 'po pakisauli', 'pakisauli lang', 'lang po']","['dumalo uniteam rally', 'uniteam rally nawalan', 'rally nawalan cellphone', 'nawalan cellphone wallet', 'cellphone wallet parang', 'wallet parang awa', 'parang awa n', 'awa n yo', 'n yo po', 'yo po pakisauli', 'po pakisauli lang', 'pakisauli lang po']"
Mahihirap sa Bacolod City tinulungan ni Bong Go,Real,mahihirap bacolod city tinulungan bong go,"['mahihirap', 'bacolod', 'city', 'tinulungan', 'bong', 'go']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['mahihirap bacolod', 'bacolod city', 'city tinulungan', 'tinulungan bong', 'bong go']","['mahihirap bacolod city', 'bacolod city tinulungan', 'city tinulungan bong', 'tinulungan bong go']"
"Apela ng Newsnet, ibinasura ng Palasyo",Real,apela newsnet ibinasura palasyo,"['apela', 'newsnet', ',', 'ibinasura', 'palasyo']",0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['apela newsnet', 'newsnet ibinasura', 'ibinasura palasyo']","['apela newsnet ibinasura', 'newsnet ibinasura palasyo']"
"PNP CIDG, binasura ang pagkakasangkot ng mga police escorts ni Gov. Degamo sa pagpatay",Real,pnp cidg binasura pagkakasangkot police escorts gov degamo pagpatay,"['pnp', 'cidg', ',', 'binasura', 'pagkakasangkot', 'police', 'escorts', 'gov.', 'degamo', 'pagpatay']",0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,"['pnp cidg', 'cidg binasura', 'binasura pagkakasangkot', 'pagkakasangkot police', 'police escorts', 'escorts gov', 'gov degamo', 'degamo pagpatay']","['pnp cidg binasura', 'cidg binasura pagkakasangkot', 'binasura pagkakasangkot police', 'pagkakasangkot police escorts', 'police escorts gov', 'escorts gov degamo', 'gov degamo pagpatay']"
"MMDA: Number coding scheme, suspendido mula April 6-10",Real,mmda number coding scheme suspendido april 6 10,"['mmda', ':', 'number', 'coding', 'scheme', ',', 'suspendido', 'april', '6-10']",0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,"['mmda number', 'number coding', 'coding scheme', 'scheme suspendido', 'suspendido april', 'april 6', '6 10']","['mmda number coding', 'number coding scheme', 'coding scheme suspendido', 'scheme suspendido april', 'suspendido april 6', 'april 6 10']"
P128 milyong pondo nakalaan para sa mga biktima ng Tropical Storm Maring,Real,p128 milyong pondo nakalaan biktima tropical storm maring,"['p128', 'milyong', 'pondo', 'nakalaan', 'biktima', 'tropical', 'storm', 'maring']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,"['p128 milyong', 'milyong pondo', 'pondo nakalaan', 'nakalaan biktima', 'biktima tropical', 'tropical storm', 'storm maring']","['p128 milyong pondo', 'milyong pondo nakalaan', 'pondo nakalaan biktima', 'nakalaan biktima tropical', 'biktima tropical storm', 'tropical storm maring']"
"Panukalang naglalayong suspendihin ang Mother Tongue bilang medium ng pagtuturo sa mga bata, lusot na sa ikalawang pagbasa ng Kamara",Real,panukalang naglalayong suspendihin mother tongue medium pagtuturo bata lusot ikalawang pagbasa kamara,"['panukalang', 'naglalayong', 'suspendihin', 'mother', 'tongue', 'medium', 'pagtuturo', 'bata', ',', 'lusot', 'ikalawang', 'pagbasa', 'kamara']",0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['panukalang naglalayong', 'naglalayong suspendihin', 'suspendihin mother', 'mother tongue', 'tongue medium', 'medium pagtuturo', 'pagtuturo bata', 'bata lusot', 'lusot ikalawang', 'ikalawang pagbasa', 'pagbasa kamara']","['panukalang naglalayong suspendihin', 'naglalayong suspendihin mother', 'suspendihin mother tongue', 'mother tongue medium', 'tongue medium pagtuturo', 'medium pagtuturo bata', 'pagtuturo bata lusot', 'bata lusot ikalawang', 'lusot ikalawang pagbasa', 'ikalawang pagbasa kamara']"
"Mahigit P6.8M halaga ng 'shabu', nasabat sa buy-bust operation sa Taguig",Real,mahigit p6 8m halaga 'shabu' nasabat buy bust operation taguig,"['mahigit', 'p6.8m', 'halaga', '&apos;', 'shabu', '&apos;', ',', 'nasabat', 'buy-bust', 'operation', 'taguig']",0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.0,"['mahigit p6', 'p6 8m', '8m halaga', ""halaga 'shabu'"", ""'shabu' nasabat"", 'nasabat buy', 'buy bust', 'bust operation', 'operation taguig']","['mahigit p6 8m', 'p6 8m halaga', ""8m halaga 'shabu'"", ""halaga 'shabu' nasabat"", ""'shabu' nasabat buy"", 'nasabat buy bust', 'buy bust operation', 'bust operation taguig']"
"Takot ng mga Filipino sa COVID 19, ‘record high’ – SWS survey",Real,takot filipino covid 19 record high sws survey,"['takot', 'filipino', 'covid', '19', ',', '‘', 'record', 'high', '’', '–', 'sws', 'survey']",0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,"['takot filipino', 'filipino covid', 'covid 19', '19 record', 'record high', 'high sws', 'sws survey']","['takot filipino covid', 'filipino covid 19', 'covid 19 record', '19 record high', 'record high sws', 'high sws survey']"
DOTr maghihigpit ng seguridad sa MRT-3 matapos tumalon ang isang pasahero,Real,dotr maghihigpit seguridad mrt 3 matapos tumalon pasahero,"['dotr', 'maghihigpit', 'seguridad', 'mrt-3', 'matapos', 'tumalon', 'pasahero']",0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,"['dotr maghihigpit', 'maghihigpit seguridad', 'seguridad mrt', 'mrt 3', '3 matapos', 'matapos tumalon', 'tumalon pasahero']","['dotr maghihigpit seguridad', 'maghihigpit seguridad mrt', 'seguridad mrt 3', 'mrt 3 matapos', '3 matapos tumalon', 'matapos tumalon pasahero']"
"Barbie Forteza pinapili kung love o career, netizens bumilib sa sagot",Real,barbie forteza pinapili love career netizens bumilib sagot,"['barbie', 'forteza', 'pinapili', 'love', 'career', ',', 'netizens', 'bumilib', 'sagot']",0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['barbie forteza', 'forteza pinapili', 'pinapili love', 'love career', 'career netizens', 'netizens bumilib', 'bumilib sagot']","['barbie forteza pinapili', 'forteza pinapili love', 'pinapili love career', 'love career netizens', 'career netizens bumilib', 'netizens bumilib sagot']"
"Hirit ng transport group na P3 dagdag sa pasahe, pinalagan",Real,hirit transport group p3 dagdag pasahe pinalagan,"['hirit', 'transport', 'group', 'p3', 'dagdag', 'pasahe', ',', 'pinalagan']",0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,"['hirit transport', 'transport group', 'group p3', 'p3 dagdag', 'dagdag pasahe', 'pasahe pinalagan']","['hirit transport group', 'transport group p3', 'group p3 dagdag', 'p3 dagdag pasahe', 'dagdag pasahe pinalagan']"
‘Oldest Pinoy’ Lola Francisca Susano pumanaw na sa edad 124,Real,oldest pinoy lola francisca susano pumanaw edad 124,"['‘', 'oldest', 'pinoy', '’', 'lola', 'francisca', 'susano', 'pumanaw', 'edad', '124']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,"['oldest pinoy', 'pinoy lola', 'lola francisca', 'francisca susano', 'susano pumanaw', 'pumanaw edad', 'edad 124']","['oldest pinoy lola', 'pinoy lola francisca', 'lola francisca susano', 'francisca susano pumanaw', 'susano pumanaw edad', 'pumanaw edad 124']"
Gobyerno wala nang gagawing aksyon matapos ibasura ng ICC ang apela ng bansa na suspendihin ang imbestigasyon sa drug war,Real,gobyerno wala gagawing aksyon matapos ibasura icc apela bansa suspendihin imbestigasyon drug war,"['gobyerno', 'wala', 'gagawing', 'aksyon', 'matapos', 'ibasura', 'icc', 'apela', 'bansa', 'suspendihin', 'imbestigasyon', 'drug', 'war']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"['gobyerno wala', 'wala gagawing', 'gagawing aksyon', 'aksyon matapos', 'matapos ibasura', 'ibasura icc', 'icc apela', 'apela bansa', 'bansa suspendihin', 'suspendihin imbestigasyon', 'imbestigasyon drug', 'drug war']","['gobyerno wala gagawing', 'wala gagawing aksyon', 'gagawing aksyon matapos', 'aksyon matapos ibasura', 'matapos ibasura icc', 'ibasura icc apela', 'icc apela bansa', 'apela bansa suspendihin', 'bansa suspendihin imbestigasyon', 'suspendihin imbestigasyon drug', 'imbestigasyon drug war']"
"Ika-apat na mananaya, nanalo ng jackpot sa lotto sa loob ng isang linggo",Real,ika mananaya nanalo jackpot lotto loob linggo,"['ika-apat', 'mananaya', ',', 'nanalo', 'jackpot', 'lotto', 'loob', 'linggo']",0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,"['ika mananaya', 'mananaya nanalo', 'nanalo jackpot', 'jackpot lotto', 'lotto loob', 'loob linggo']","['ika mananaya nanalo', 'mananaya nanalo jackpot', 'nanalo jackpot lotto', 'jackpot lotto loob', 'lotto loob linggo']"
"Kaso ng COVID-19 sa Pilipinas, sumampa na sa higit 784,000",Real,kaso covid 19 pilipinas sumampa higit 784 000,"['kaso', 'covid-19', 'pilipinas', ',', 'sumampa', 'higit', '784,000']",0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,"['kaso covid', 'covid 19', '19 pilipinas', 'pilipinas sumampa', 'sumampa higit', 'higit 784', '784 000']","['kaso covid 19', 'covid 19 pilipinas', '19 pilipinas sumampa', 'pilipinas sumampa higit', 'sumampa higit 784', 'higit 784 000']"
Kampo ng pinaslang na ex-mayor sa Ateneo campus umalma sa isyu ng ilegal na droga: That is not true!,Real,kampo pinaslang ex mayor ateneo campus umalma isyu ilegal droga that is not true,"['kampo', 'pinaslang', 'ex-mayor', 'ateneo', 'campus', 'umalma', 'isyu', 'ilegal', 'droga', ':', 'that', 'is', 'not', 'true', '!']",0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,"['kampo pinaslang', 'pinaslang ex', 'ex mayor', 'mayor ateneo', 'ateneo campus', 'campus umalma', 'umalma isyu', 'isyu ilegal', 'ilegal droga', 'droga that', 'that is', 'is not', 'not true']","['kampo pinaslang ex', 'pinaslang ex mayor', 'ex mayor ateneo', 'mayor ateneo campus', 'ateneo campus umalma', 'campus umalma isyu', 'umalma isyu ilegal', 'isyu ilegal droga', 'ilegal droga that', 'droga that is', 'that is not', 'is not true']"
